conversation_id,user_id,start_time,end_time,duration_minutes,category,satisfaction_score,is_resolved
conv_003655,user_00609,2025-08-30 18:17:48.481404,2025-08-30 18:22:48.481404,5,feature_request,4,False
conv_003656,user_00555,2025-10-05 14:51:30.481404,2025-10-05 14:53:30.481404,2,billing_question,4,True
conv_003657,user_00149,2025-07-18 21:53:43.481404,2025-07-18 22:06:43.481404,13,customer_support,4,True
conv_003658,user_00530,2025-09-29 19:36:08.481404,2025-09-29 19:44:08.481404,8,product_inquiry,4,True
conv_003659,user_00942,2025-08-16 19:24:13.481404,2025-08-16 19:41:13.481404,17,technical_help,5,True
conv_003660,user_00680,2025-08-30 18:40:41.481404,2025-08-30 18:45:41.481404,5,general_feedback,5,True
conv_003661,user_00634,2025-08-31 20:39:20.481404,2025-08-31 20:58:20.481404,19,technical_help,5,True
conv_003662,user_00320,2025-09-14 08:52:06.481404,2025-09-14 08:59:06.481404,7,technical_help,4,True
conv_003663,user_00322,2025-09-25 12:34:54.481404,2025-09-25 12:40:54.481404,6,customer_support,3,True
conv_003664,user_00740,2025-09-05 16:07:46.481404,2025-09-05 16:11:46.481404,4,customer_support,5,True
conv_003665,user_00370,2025-08-02 10:15:06.481404,2025-08-02 10:23:06.481404,8,general_feedback,3,True
conv_003666,user_00073,2025-08-24 13:43:36.481404,2025-08-24 13:50:36.481404,7,billing_question,5,True
conv_003667,user_00233,2025-09-28 08:01:40.481404,2025-09-28 08:11:40.481404,10,feature_request,4,True
conv_003668,user_00322,2025-08-02 15:16:35.481404,2025-08-02 15:34:35.481404,18,general_feedback,5,False
conv_003669,user_00528,2025-09-03 17:54:02.481404,2025-09-03 18:07:02.481404,13,technical_help,4,True
conv_003670,user_00389,2025-08-25 15:25:20.481404,2025-08-25 15:27:20.481404,2,customer_support,3,True
conv_003671,user_00667,2025-09-03 01:53:40.481404,2025-09-03 01:59:40.481404,6,product_inquiry,4,True
conv_003672,user_00595,2025-08-02 19:09:21.481404,2025-08-02 19:19:21.481404,10,customer_support,4,True
conv_003673,user_00385,2025-09-13 18:13:59.481404,2025-09-13 18:26:59.481404,13,general_feedback,5,True
conv_003674,user_00442,2025-08-26 19:22:24.481404,2025-08-26 19:40:24.481404,18,customer_support,4,True
conv_003675,user_00269,2025-07-25 05:11:45.481404,2025-07-25 05:21:45.481404,10,technical_help,5,True
conv_003676,user_00373,2025-08-26 01:57:26.481404,2025-08-26 02:16:26.481404,19,technical_help,5,True
conv_003677,user_00585,2025-08-22 06:07:48.481404,2025-08-22 06:21:48.481404,14,technical_help,3,False
conv_003678,user_00519,2025-09-25 16:30:32.481404,2025-09-25 16:35:32.481404,5,billing_question,3,True
conv_003679,user_00802,2025-08-14 09:10:22.481404,2025-08-14 09:16:22.481404,6,billing_question,4,True
conv_003680,user_00875,2025-09-09 00:20:45.481404,2025-09-09 00:24:45.481404,4,billing_question,4,True
conv_003681,user_00056,2025-07-20 00:41:37.481404,2025-07-20 00:49:37.481404,8,general_feedback,4,True
conv_003682,user_00356,2025-07-31 17:29:13.481404,2025-07-31 17:35:13.481404,6,customer_support,5,True
conv_003683,user_00436,2025-07-25 01:32:56.481404,2025-07-25 01:36:56.481404,4,customer_support,3,False
conv_003684,user_00186,2025-09-21 11:46:49.481404,2025-09-21 12:05:49.481404,19,billing_question,4,True
conv_003685,user_00486,2025-08-08 15:53:41.481404,2025-08-08 16:28:41.481404,35,product_inquiry,5,True
conv_003686,user_00400,2025-07-12 04:45:57.481404,2025-07-12 04:53:57.481404,8,customer_support,3,True
conv_003687,user_00103,2025-07-18 11:10:52.481404,2025-07-18 11:13:52.481404,3,feature_request,3,True
conv_003688,user_00530,2025-09-09 14:03:28.481404,2025-09-09 14:20:28.481404,17,customer_support,3,True
conv_003689,user_00550,2025-07-10 23:05:29.481404,2025-07-10 23:13:29.481404,8,billing_question,5,True
conv_003690,user_00406,2025-08-25 05:23:04.481404,2025-08-25 05:43:04.481404,20,feature_request,3,False
conv_003691,user_00082,2025-07-26 06:58:02.481404,2025-07-26 07:03:02.481404,5,feature_request,3,True
conv_003692,user_00805,2025-10-04 14:53:10.481404,2025-10-04 14:58:10.481404,5,technical_help,4,False
conv_003693,user_00736,2025-08-18 04:05:37.481404,2025-08-18 04:18:37.481404,13,product_inquiry,5,True
conv_003694,user_00078,2025-07-23 19:16:53.481404,2025-07-23 19:19:53.481404,3,product_inquiry,3,True
conv_003695,user_00258,2025-07-31 17:15:59.481404,2025-07-31 17:35:59.481404,20,technical_help,3,True
conv_003696,user_00714,2025-09-04 15:58:30.481404,2025-09-04 16:15:30.481404,17,feature_request,3,True
conv_003697,user_00359,2025-09-27 00:31:01.481404,2025-09-27 00:41:01.481404,10,technical_help,4,True
conv_003698,user_00180,2025-08-08 13:54:22.481404,2025-08-08 13:58:22.481404,4,customer_support,5,True
conv_003699,user_00770,2025-08-01 02:00:43.481404,2025-08-01 02:05:43.481404,5,technical_help,3,True
conv_003700,user_00771,2025-08-04 13:25:05.481404,2025-08-04 13:27:05.481404,2,customer_support,5,True
conv_003701,user_00261,2025-08-08 03:58:48.481404,2025-08-08 04:14:48.481404,16,technical_help,5,True
conv_003702,user_00758,2025-07-23 15:28:36.481404,2025-07-23 15:33:36.481404,5,customer_support,3,False
conv_003703,user_00199,2025-07-24 11:20:02.481404,2025-07-24 11:39:02.481404,19,technical_help,5,True
conv_003704,user_00755,2025-09-18 11:23:42.481404,2025-09-18 11:32:42.481404,9,general_feedback,5,True
conv_003705,user_00087,2025-08-22 06:25:49.481404,2025-08-22 06:44:49.481404,19,billing_question,3,True
conv_003706,user_00301,2025-09-10 03:12:59.481404,2025-09-10 03:16:59.481404,4,billing_question,3,False
conv_003707,user_00889,2025-09-28 08:12:51.481404,2025-09-28 08:29:51.481404,17,general_feedback,3,True
conv_003708,user_00920,2025-08-24 14:18:50.481404,2025-08-24 14:34:50.481404,16,general_feedback,3,True
conv_003709,user_00063,2025-09-25 07:01:43.481404,2025-09-25 07:02:43.481404,1,feature_request,3,True
conv_003710,user_00847,2025-07-13 13:16:49.481404,2025-07-13 13:42:49.481404,26,technical_help,5,True
conv_003711,user_00034,2025-08-16 00:58:47.481404,2025-08-16 01:22:47.481404,24,technical_help,5,True
conv_003712,user_00850,2025-07-23 13:34:34.481404,2025-07-23 13:40:34.481404,6,feature_request,3,True
conv_003713,user_00236,2025-10-03 01:12:36.481404,2025-10-03 01:26:36.481404,14,customer_support,3,True
conv_003714,user_00884,2025-09-15 11:14:07.481404,2025-09-15 11:22:07.481404,8,feature_request,3,True
conv_003715,user_00406,2025-08-21 06:38:33.481404,2025-08-21 06:58:33.481404,20,feature_request,4,True
conv_003716,user_00069,2025-09-29 07:24:49.481404,2025-09-29 07:32:49.481404,8,technical_help,3,True
conv_003717,user_00261,2025-10-06 12:22:52.481404,2025-10-06 12:38:52.481404,16,technical_help,4,True
conv_003718,user_00846,2025-08-30 03:08:36.481404,2025-08-30 03:19:36.481404,11,feature_request,4,True
conv_003719,user_00487,2025-09-06 00:39:22.481404,2025-09-06 00:44:22.481404,5,billing_question,5,True
conv_003720,user_00110,2025-07-11 00:23:10.481404,2025-07-11 00:53:10.481404,30,product_inquiry,5,True
conv_003721,user_00151,2025-08-30 14:32:49.481404,2025-08-30 14:51:49.481404,19,feature_request,5,True
conv_003722,user_00896,2025-08-30 19:45:24.481404,2025-08-30 20:02:24.481404,17,feature_request,5,True
conv_003723,user_00601,2025-08-29 17:43:19.481404,2025-08-29 17:52:19.481404,9,general_feedback,5,False
conv_003724,user_00323,2025-08-25 05:28:43.481404,2025-08-25 05:46:43.481404,18,billing_question,4,True
conv_003725,user_00461,2025-09-13 15:00:24.481404,2025-09-13 15:09:24.481404,9,technical_help,4,True
conv_003726,user_00830,2025-07-18 04:45:13.481404,2025-07-18 05:02:13.481404,17,general_feedback,4,False
conv_003727,user_00136,2025-10-05 07:52:50.481404,2025-10-05 07:54:50.481404,2,feature_request,4,True
conv_003728,user_00461,2025-07-25 07:18:15.481404,2025-07-25 07:30:15.481404,12,product_inquiry,5,True
conv_003729,user_00155,2025-07-20 10:47:07.481404,2025-07-20 11:32:07.481404,45,billing_question,4,True
conv_003730,user_00837,2025-07-24 18:12:50.481404,2025-07-24 18:23:50.481404,11,product_inquiry,5,True
conv_003731,user_00947,2025-07-14 07:09:39.481404,2025-07-14 07:19:39.481404,10,product_inquiry,3,False
conv_003732,user_00046,2025-09-26 18:01:25.481404,2025-09-26 18:09:25.481404,8,customer_support,3,True
conv_003733,user_00911,2025-07-09 17:01:44.481404,2025-07-09 17:06:44.481404,5,customer_support,5,True
conv_003734,user_00473,2025-08-20 15:19:51.481404,2025-08-20 15:27:51.481404,8,customer_support,3,True
conv_003735,user_00521,2025-09-29 04:25:09.481404,2025-09-29 05:10:09.481404,45,general_feedback,5,True
conv_003736,user_00125,2025-07-10 14:12:49.481404,2025-07-10 14:19:49.481404,7,technical_help,3,True
conv_003737,user_00816,2025-07-18 12:40:24.481404,2025-07-18 12:54:24.481404,14,customer_support,5,True
conv_003738,user_00567,2025-08-06 14:22:15.481404,2025-08-06 14:29:15.481404,7,general_feedback,3,True
conv_003739,user_00088,2025-09-04 18:03:00.481404,2025-09-04 18:09:00.481404,6,billing_question,4,True
conv_003740,user_00770,2025-09-21 22:01:40.481404,2025-09-21 22:06:40.481404,5,general_feedback,2,False
conv_003741,user_00317,2025-08-18 04:22:18.481404,2025-08-18 04:52:18.481404,30,general_feedback,4,False
conv_003742,user_00204,2025-09-18 16:54:04.481404,2025-09-18 17:05:04.481404,11,billing_question,5,True
conv_003743,user_00004,2025-08-14 10:24:16.481404,2025-08-14 10:30:16.481404,6,technical_help,5,True
conv_003744,user_00449,2025-09-28 11:40:46.481404,2025-09-28 11:47:46.481404,7,technical_help,3,True
conv_003745,user_00048,2025-08-20 19:51:15.481404,2025-08-20 20:09:15.481404,18,general_feedback,4,True
conv_003746,user_00095,2025-07-16 16:07:58.481404,2025-07-16 16:09:58.481404,2,general_feedback,4,True
conv_003747,user_00307,2025-10-01 17:32:11.481404,2025-10-01 17:39:11.481404,7,general_feedback,3,True
conv_003748,user_00914,2025-07-31 07:55:03.481404,2025-07-31 08:01:03.481404,6,customer_support,4,True
conv_003749,user_00103,2025-08-17 05:25:55.481404,2025-08-17 05:30:55.481404,5,feature_request,3,True
conv_003750,user_00481,2025-07-13 13:52:29.481404,2025-07-13 14:02:29.481404,10,feature_request,3,True
conv_003751,user_00576,2025-09-21 07:31:16.481404,2025-09-21 07:36:16.481404,5,billing_question,4,True
conv_003752,user_00302,2025-09-01 06:55:45.481404,2025-09-01 07:04:45.481404,9,billing_question,5,True
conv_003753,user_00579,2025-09-07 21:04:31.481404,2025-09-07 21:21:31.481404,17,product_inquiry,4,True
conv_003754,user_00804,2025-07-11 00:03:10.481404,2025-07-11 00:15:10.481404,12,feature_request,4,True
conv_003755,user_00533,2025-10-04 15:54:47.481404,2025-10-04 15:57:47.481404,3,billing_question,5,True
conv_003756,user_00677,2025-09-09 17:22:07.481404,2025-09-09 17:31:07.481404,9,feature_request,3,True
conv_003757,user_00380,2025-09-25 10:53:03.481404,2025-09-25 11:01:03.481404,8,product_inquiry,4,True
conv_003758,user_00080,2025-09-02 18:47:14.481404,2025-09-02 19:06:14.481404,19,billing_question,3,True
conv_003759,user_00243,2025-07-21 18:52:57.481404,2025-07-21 18:57:57.481404,5,customer_support,3,True
conv_003760,user_00719,2025-09-21 16:21:23.481404,2025-09-21 16:28:23.481404,7,billing_question,5,True
conv_003761,user_00573,2025-09-28 04:33:46.481404,2025-09-28 04:43:46.481404,10,billing_question,3,True
conv_003762,user_00081,2025-09-01 05:22:46.481404,2025-09-01 05:27:46.481404,5,feature_request,4,True
conv_003763,user_00964,2025-07-16 13:50:06.481404,2025-07-16 13:59:06.481404,9,technical_help,4,True
conv_003764,user_00995,2025-07-20 22:33:01.481404,2025-07-20 22:52:01.481404,19,billing_question,4,True
conv_003765,user_00093,2025-09-12 15:33:58.481404,2025-09-12 15:42:58.481404,9,billing_question,4,True
conv_003766,user_00190,2025-09-23 15:05:41.481404,2025-09-23 15:08:41.481404,3,customer_support,5,True
conv_003767,user_00855,2025-09-10 03:01:16.481404,2025-09-10 03:10:16.481404,9,technical_help,3,True
conv_003768,user_00607,2025-08-17 14:43:42.481404,2025-08-17 14:52:42.481404,9,billing_question,4,False
conv_003769,user_00145,2025-09-06 01:34:03.481404,2025-09-06 02:14:03.481404,40,technical_help,5,True
conv_003770,user_00461,2025-07-14 16:31:29.481404,2025-07-14 16:44:29.481404,13,general_feedback,5,True
conv_003771,user_00939,2025-07-22 07:25:59.481404,2025-07-22 07:33:59.481404,8,feature_request,4,True
conv_003772,user_00382,2025-08-25 16:49:00.481404,2025-08-25 16:55:00.481404,6,technical_help,4,True
conv_003773,user_00130,2025-07-09 18:49:53.481404,2025-07-09 18:58:53.481404,9,product_inquiry,4,True
conv_003774,user_00001,2025-09-16 11:14:26.481404,2025-09-16 11:19:26.481404,5,general_feedback,3,False
conv_003775,user_00409,2025-07-30 19:42:43.481404,2025-07-30 19:49:43.481404,7,billing_question,4,True
conv_003776,user_00471,2025-07-26 04:08:34.481404,2025-07-26 04:13:34.481404,5,product_inquiry,4,True
conv_003777,user_00482,2025-07-26 18:00:12.481404,2025-07-26 18:10:12.481404,10,product_inquiry,5,True
conv_003778,user_00909,2025-09-17 12:26:11.481404,2025-09-17 12:39:11.481404,13,customer_support,3,False
conv_003779,user_00533,2025-09-10 19:15:33.481404,2025-09-10 19:25:33.481404,10,product_inquiry,3,True
conv_003780,user_00735,2025-08-22 10:47:48.481404,2025-08-22 10:52:48.481404,5,customer_support,3,True
conv_003781,user_00075,2025-08-16 07:40:28.481404,2025-08-16 07:50:28.481404,10,technical_help,3,True
conv_003782,user_00061,2025-09-23 20:19:15.481404,2025-09-23 20:22:15.481404,3,feature_request,4,True
conv_003783,user_00972,2025-07-15 05:35:26.481404,2025-07-15 05:38:26.481404,3,customer_support,5,True
conv_003784,user_00002,2025-09-06 18:29:03.481404,2025-09-06 18:39:03.481404,10,billing_question,3,True
conv_003785,user_00673,2025-07-17 20:54:19.481404,2025-07-17 21:09:19.481404,15,product_inquiry,4,False
conv_003786,user_00902,2025-07-13 17:44:50.481404,2025-07-13 18:00:50.481404,16,product_inquiry,4,False
conv_003787,user_00584,2025-07-22 17:23:31.481404,2025-07-22 17:28:31.481404,5,customer_support,3,True
conv_003788,user_00830,2025-08-20 06:31:01.481404,2025-08-20 06:46:01.481404,15,general_feedback,3,False
conv_003789,user_00496,2025-08-03 09:37:17.481404,2025-08-03 09:44:17.481404,7,feature_request,5,True
conv_003790,user_00576,2025-09-16 13:44:01.481404,2025-09-16 13:51:01.481404,7,general_feedback,4,True
conv_003791,user_00662,2025-07-23 04:18:32.481404,2025-07-23 05:01:32.481404,43,billing_question,5,True
conv_003792,user_00587,2025-07-30 05:13:16.481404,2025-07-30 05:17:16.481404,4,technical_help,2,True
conv_003793,user_00286,2025-08-24 08:27:09.481404,2025-08-24 08:30:09.481404,3,billing_question,5,False
conv_003794,user_00640,2025-09-24 12:00:13.481404,2025-09-24 12:09:13.481404,9,billing_question,3,True
conv_003795,user_00831,2025-08-30 18:42:55.481404,2025-08-30 18:49:55.481404,7,product_inquiry,5,True
conv_003796,user_00037,2025-08-03 12:51:48.481404,2025-08-03 13:06:48.481404,15,customer_support,3,True
conv_003797,user_00575,2025-09-11 23:18:36.481404,2025-09-11 23:35:36.481404,17,product_inquiry,5,False
conv_003798,user_00480,2025-10-04 03:33:12.481404,2025-10-04 03:39:12.481404,6,product_inquiry,5,True
conv_003799,user_00263,2025-08-29 09:09:23.481404,2025-08-29 09:14:23.481404,5,technical_help,3,True
conv_003800,user_00062,2025-08-17 21:17:47.481404,2025-08-17 21:44:47.481404,27,feature_request,5,False
conv_003801,user_00440,2025-08-21 23:34:00.481404,2025-08-21 23:36:00.481404,2,feature_request,4,True
conv_003802,user_00735,2025-08-02 21:50:35.481404,2025-08-02 21:56:35.481404,6,feature_request,5,False
conv_003803,user_00311,2025-07-26 16:15:32.481404,2025-07-26 16:22:32.481404,7,product_inquiry,4,True
conv_003804,user_00817,2025-10-05 15:19:33.481404,2025-10-05 15:25:33.481404,6,billing_question,3,True
conv_003805,user_00339,2025-08-10 22:21:55.481404,2025-08-10 22:27:55.481404,6,billing_question,4,True
conv_003806,user_00722,2025-07-14 08:53:48.481404,2025-07-14 09:28:48.481404,35,technical_help,5,True
conv_003807,user_00361,2025-07-17 06:39:48.481404,2025-07-17 06:42:48.481404,3,billing_question,2,True
conv_003808,user_00188,2025-09-18 07:14:02.481404,2025-09-18 07:15:02.481404,1,feature_request,2,True
conv_003809,user_00342,2025-10-05 02:38:55.481404,2025-10-05 02:45:55.481404,7,customer_support,3,True
conv_003810,user_00717,2025-08-08 13:13:53.481404,2025-08-08 13:18:53.481404,5,general_feedback,5,False
conv_003811,user_00240,2025-07-19 04:29:37.481404,2025-07-19 04:36:37.481404,7,customer_support,4,True
conv_003812,user_00964,2025-08-16 03:58:46.481404,2025-08-16 04:01:46.481404,3,feature_request,5,False
conv_003813,user_00337,2025-09-25 16:55:14.481404,2025-09-25 17:01:14.481404,6,general_feedback,4,True
conv_003814,user_00056,2025-09-14 04:19:15.481404,2025-09-14 04:23:15.481404,4,product_inquiry,5,False
conv_003815,user_00735,2025-09-07 19:06:01.481404,2025-09-07 19:13:01.481404,7,product_inquiry,4,True
conv_003816,user_00955,2025-08-04 12:42:23.481404,2025-08-04 12:49:23.481404,7,general_feedback,3,True
conv_003817,user_00915,2025-07-17 12:47:42.481404,2025-07-17 12:56:42.481404,9,product_inquiry,4,True
conv_003818,user_00804,2025-09-24 13:59:43.481404,2025-09-24 14:15:43.481404,16,customer_support,3,False
conv_003819,user_00428,2025-09-21 05:58:41.481404,2025-09-21 06:00:41.481404,2,customer_support,4,False
conv_003820,user_00220,2025-10-01 06:37:52.481404,2025-10-01 06:41:52.481404,4,technical_help,5,True
conv_003821,user_00603,2025-08-03 17:05:14.481404,2025-08-03 17:09:14.481404,4,general_feedback,4,True
conv_003822,user_00449,2025-08-05 22:25:28.481404,2025-08-05 22:31:28.481404,6,billing_question,3,True
conv_003823,user_00722,2025-07-28 01:46:51.481404,2025-07-28 02:04:51.481404,18,billing_question,5,True
conv_003824,user_00954,2025-08-12 20:40:22.481404,2025-08-12 20:56:22.481404,16,general_feedback,3,True
conv_003825,user_00683,2025-09-20 10:03:14.481404,2025-09-20 10:10:14.481404,7,customer_support,3,True
conv_003826,user_00295,2025-09-13 06:53:07.481404,2025-09-13 06:58:07.481404,5,technical_help,5,False
conv_003827,user_00707,2025-10-04 14:52:45.481404,2025-10-04 15:00:45.481404,8,customer_support,4,True
conv_003828,user_00961,2025-07-12 13:20:59.481404,2025-07-12 13:31:59.481404,11,billing_question,3,True
conv_003829,user_00716,2025-09-21 07:46:24.481404,2025-09-21 07:52:24.481404,6,customer_support,3,True
conv_003830,user_00642,2025-09-07 01:30:14.481404,2025-09-07 01:38:14.481404,8,product_inquiry,5,True
conv_003831,user_00631,2025-09-07 08:53:14.481404,2025-09-07 08:57:14.481404,4,feature_request,4,True
conv_003832,user_00769,2025-08-02 03:48:27.481404,2025-08-02 04:04:27.481404,16,general_feedback,5,True
conv_003833,user_00047,2025-08-13 14:06:12.481404,2025-08-13 14:23:12.481404,17,customer_support,3,False
conv_003834,user_00987,2025-08-25 18:38:55.481404,2025-08-25 18:48:55.481404,10,general_feedback,4,True
conv_003835,user_00439,2025-10-06 05:53:50.481404,2025-10-06 06:38:50.481404,45,customer_support,4,True
conv_003836,user_00735,2025-08-21 03:35:30.481404,2025-08-21 03:44:30.481404,9,technical_help,3,True
conv_003837,user_00917,2025-08-01 23:09:31.481404,2025-08-01 23:29:31.481404,20,feature_request,4,True
conv_003838,user_00129,2025-09-17 02:02:12.481404,2025-09-17 02:04:12.481404,2,general_feedback,2,True
conv_003839,user_00296,2025-08-08 06:54:05.481404,2025-08-08 06:59:05.481404,5,general_feedback,3,True
conv_003840,user_00022,2025-07-09 18:34:55.481404,2025-07-09 18:51:55.481404,17,billing_question,4,True
conv_003841,user_00869,2025-09-29 16:37:14.481404,2025-09-29 16:41:14.481404,4,technical_help,4,False
conv_003842,user_00165,2025-09-08 22:49:51.481404,2025-09-08 23:05:51.481404,16,customer_support,3,True
conv_003843,user_00389,2025-08-08 21:41:26.481404,2025-08-08 21:47:26.481404,6,product_inquiry,4,False
conv_003844,user_00109,2025-08-23 02:32:09.481404,2025-08-23 02:42:09.481404,10,technical_help,3,True
conv_003845,user_00643,2025-07-27 15:18:44.481404,2025-07-27 15:22:44.481404,4,product_inquiry,3,True
conv_003846,user_00877,2025-07-18 18:03:08.481404,2025-07-18 18:06:08.481404,3,customer_support,5,True
conv_003847,user_00586,2025-07-13 08:55:33.481404,2025-07-13 09:03:33.481404,8,general_feedback,3,True
conv_003848,user_00006,2025-09-09 08:54:20.481404,2025-09-09 09:04:20.481404,10,feature_request,4,True
conv_003849,user_00249,2025-07-10 20:35:57.481404,2025-07-10 20:44:57.481404,9,customer_support,3,True
conv_003850,user_00455,2025-07-30 20:36:47.481404,2025-07-30 20:45:47.481404,9,feature_request,3,True
conv_003851,user_00695,2025-08-10 23:34:30.481404,2025-08-11 00:13:30.481404,39,technical_help,5,True
conv_003852,user_00557,2025-08-22 07:21:23.481404,2025-08-22 07:51:23.481404,30,feature_request,4,False
conv_003853,user_00608,2025-09-19 01:18:59.481404,2025-09-19 01:36:59.481404,18,technical_help,3,True
conv_003854,user_00237,2025-09-29 08:49:17.481404,2025-09-29 09:01:17.481404,12,billing_question,5,True
conv_003855,user_00184,2025-09-24 22:02:31.481404,2025-09-24 22:04:31.481404,2,general_feedback,3,True
conv_003856,user_00363,2025-08-29 01:20:01.481404,2025-08-29 01:22:01.481404,2,customer_support,3,True
conv_003857,user_00475,2025-10-03 21:47:21.481404,2025-10-03 21:49:21.481404,2,general_feedback,5,False
conv_003858,user_00930,2025-08-21 16:50:22.481404,2025-08-21 16:58:22.481404,8,customer_support,4,True
conv_003859,user_00232,2025-09-16 19:08:04.481404,2025-09-16 19:13:04.481404,5,product_inquiry,3,True
conv_003860,user_00981,2025-07-25 20:09:13.481404,2025-07-25 20:10:13.481404,1,general_feedback,4,True
conv_003861,user_00176,2025-07-16 01:27:05.481404,2025-07-16 01:43:05.481404,16,feature_request,3,True
conv_003862,user_00932,2025-08-25 23:10:11.481404,2025-08-25 23:15:11.481404,5,general_feedback,4,True
conv_003863,user_00445,2025-07-19 20:04:25.481404,2025-07-19 20:07:25.481404,3,feature_request,4,True
conv_003864,user_00381,2025-08-10 18:27:29.481404,2025-08-10 19:12:29.481404,45,feature_request,4,True
conv_003865,user_00902,2025-08-08 21:19:35.481404,2025-08-08 21:38:35.481404,19,general_feedback,4,False
conv_003866,user_00708,2025-07-18 15:35:59.481404,2025-07-18 15:52:59.481404,17,feature_request,5,False
conv_003867,user_00052,2025-09-20 08:41:38.481404,2025-09-20 08:48:38.481404,7,product_inquiry,4,True
conv_003868,user_00828,2025-09-15 09:44:35.481404,2025-09-15 09:55:35.481404,11,customer_support,5,True
conv_003869,user_00624,2025-07-24 12:17:17.481404,2025-07-24 12:27:17.481404,10,feature_request,4,True
conv_003870,user_00823,2025-08-27 22:18:45.481404,2025-08-27 22:21:45.481404,3,technical_help,3,True
conv_003871,user_00674,2025-07-18 19:44:35.481404,2025-07-18 20:26:35.481404,42,product_inquiry,4,True
conv_003872,user_00489,2025-07-25 06:47:25.481404,2025-07-25 06:52:25.481404,5,customer_support,3,True
conv_003873,user_00630,2025-08-07 02:26:50.481404,2025-08-07 03:10:50.481404,44,product_inquiry,5,True
conv_003874,user_00235,2025-07-22 15:18:32.481404,2025-07-22 15:37:32.481404,19,customer_support,5,False
conv_003875,user_00286,2025-08-25 19:32:19.481404,2025-08-25 19:38:19.481404,6,general_feedback,3,True
conv_003876,user_00947,2025-09-20 06:06:57.481404,2025-09-20 06:16:57.481404,10,general_feedback,3,False
conv_003877,user_00998,2025-08-13 10:44:15.481404,2025-08-13 10:55:15.481404,11,general_feedback,3,True
conv_003878,user_00754,2025-09-08 09:49:40.481404,2025-09-08 09:54:40.481404,5,product_inquiry,3,True
conv_003879,user_00052,2025-08-05 09:33:32.481404,2025-08-05 09:37:32.481404,4,product_inquiry,3,False
conv_003880,user_00450,2025-08-26 20:35:36.481404,2025-08-26 20:42:36.481404,7,product_inquiry,5,True
conv_003881,user_00250,2025-08-14 17:05:52.481404,2025-08-14 17:07:52.481404,2,customer_support,2,True
conv_003882,user_00428,2025-08-11 01:47:48.481404,2025-08-11 01:49:48.481404,2,billing_question,4,True
conv_003883,user_00003,2025-09-13 17:42:19.481404,2025-09-13 17:44:19.481404,2,technical_help,5,True
conv_003884,user_00237,2025-09-27 21:53:53.481404,2025-09-27 22:12:53.481404,19,billing_question,4,True
conv_003885,user_00925,2025-09-04 06:14:06.481404,2025-09-04 06:15:06.481404,1,feature_request,4,True
conv_003886,user_00787,2025-07-16 09:38:10.481404,2025-07-16 09:43:10.481404,5,general_feedback,3,True
conv_003887,user_00092,2025-08-18 20:46:56.481404,2025-08-18 20:47:56.481404,1,billing_question,3,True
conv_003888,user_00623,2025-07-13 11:21:21.481404,2025-07-13 11:31:21.481404,10,feature_request,5,True
conv_003889,user_00224,2025-07-21 02:10:09.481404,2025-07-21 02:12:09.481404,2,technical_help,3,True
conv_003890,user_00760,2025-08-31 01:13:20.481404,2025-08-31 01:26:20.481404,13,customer_support,5,True
conv_003891,user_00167,2025-07-24 03:34:45.481404,2025-07-24 03:49:45.481404,15,product_inquiry,4,True
conv_003892,user_00015,2025-08-27 03:43:27.481404,2025-08-27 03:56:27.481404,13,technical_help,5,True
conv_003893,user_00378,2025-09-29 04:20:03.481404,2025-09-29 04:28:03.481404,8,billing_question,4,True
conv_003894,user_00899,2025-10-04 00:06:41.481404,2025-10-04 00:12:41.481404,6,billing_question,3,True
conv_003895,user_00953,2025-07-24 08:33:22.481404,2025-07-24 08:48:22.481404,15,feature_request,5,True
conv_003896,user_00371,2025-08-13 14:51:35.481404,2025-08-13 14:53:35.481404,2,technical_help,5,True
conv_003897,user_00782,2025-09-23 13:08:50.481404,2025-09-23 13:14:50.481404,6,technical_help,5,False
conv_003898,user_00989,2025-08-20 09:32:23.481404,2025-08-20 09:36:23.481404,4,product_inquiry,4,True
conv_003899,user_00789,2025-07-27 19:29:36.481404,2025-07-27 19:34:36.481404,5,feature_request,4,True
conv_003900,user_00310,2025-09-10 08:14:44.481404,2025-09-10 08:22:44.481404,8,product_inquiry,4,False
conv_003901,user_00867,2025-07-25 21:46:22.481404,2025-07-25 22:03:22.481404,17,product_inquiry,4,True
conv_003902,user_00121,2025-07-18 02:13:56.481404,2025-07-18 02:19:56.481404,6,product_inquiry,4,True
conv_003903,user_00421,2025-09-12 02:45:04.481404,2025-09-12 02:54:04.481404,9,general_feedback,4,True
conv_003904,user_00569,2025-09-15 00:34:01.481404,2025-09-15 00:49:01.481404,15,technical_help,5,False
conv_003905,user_00696,2025-08-28 11:24:51.481404,2025-08-28 12:06:51.481404,42,general_feedback,4,True
conv_003906,user_00505,2025-09-05 04:30:10.481404,2025-09-05 04:38:10.481404,8,general_feedback,5,True
conv_003907,user_00152,2025-09-09 14:10:46.481404,2025-09-09 14:35:46.481404,25,general_feedback,5,True
conv_003908,user_00729,2025-07-17 17:19:16.481404,2025-07-17 17:27:16.481404,8,technical_help,3,True
conv_003909,user_00347,2025-09-25 15:53:15.481404,2025-09-25 15:58:15.481404,5,product_inquiry,5,True
conv_003910,user_00289,2025-08-23 06:09:29.481404,2025-08-23 06:13:29.481404,4,technical_help,5,False
